run,iteration,method_id,method,topology_id,topology,action_id,action_metric,source,supported,reduced_metrics,worsened_metrics,failed_metric_reduction,failed_metric_worsening,violation_reduction
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,output_swing_06_global_I_tail_decrease,output_swing,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_01_global_I_tail_increase,unity_gain_bandwidth,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_02_M1_gm_id_increase,unity_gain_bandwidth,spice_small_perturbation,True,unity_gain_bandwidth,,0.025043,0.0,0.009281
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_03_M5_L_decrease,unity_gain_bandwidth,spice_small_perturbation,True,unity_gain_bandwidth,,0.012411,0.0,0.004757
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,005,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|output_swing,saturation_margin,0.075604,0.734004,-3.004791
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,005,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M3_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,0.012415,0.0,0.023805
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,005,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,2.495479,0.0,7.443245
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,005,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_03_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,output_swing|saturation_margin,dc_gain,0.199281,0.000697,0.752875
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,005,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,0.009261,0.259288,-0.998934
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,005,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,4.7e-05,0.007008,-0.014796
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,005,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_M5_gm_id_increase,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|saturation_margin,0.0,0.063751,-0.238216
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,005,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_08_global_I_tail_decrease,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,006,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|output_swing,saturation_margin,0.05061500000000001,1.234869,-2.847751
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,006,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M3_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,0.01325,0.0,0.01411
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,006,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_global_vbias_set,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|saturation_margin,0.0,0.48206899999999997,-0.96505
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,006,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_03_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,output_swing|saturation_margin,dc_gain,0.19925900000000002,0.000582,0.360719
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,006,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,0.009645,0.265924,-0.51185
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,006,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,0.000118,0.006209,-0.007088
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,006,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_M5_gm_id_increase,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|saturation_margin,0.0,0.103917,-0.192991
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,006,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_08_global_I_tail_decrease,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,0.275143,0.0,0.614091
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M3_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,0.042656,0.0,0.098014
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,6.0190209999999995,0.0,13.014206
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_03_M2_gm_id_increase,dc_gain,spice_small_perturbation,True,output_swing|saturation_margin,dc_gain,0.329946,0.002732,1.335554
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,0.010817,0.184226,-0.756568
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|saturation_margin,0.0,0.016732999999999998,-0.039183
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_M5_gm_id_increase,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|saturation_margin,0.0,0.27479,-1.100315
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_08_global_I_tail_decrease,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|output_swing,saturation_margin,0.091912,0.028066,-0.060245
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M3_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,0.024718,0.0,0.034461
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,3.071025,0.0,4.209729
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_03_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,output_swing|saturation_margin,dc_gain,0.27599999999999997,0.001285,0.632004
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,0.010798,0.178534,-0.423413
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|saturation_margin,0.0,0.011377,-0.016519
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_M5_gm_id_increase,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|saturation_margin,0.0,0.201349,-0.474682
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_08_global_I_tail_decrease,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_01_global_I_tail_increase,unity_gain_bandwidth,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_02_M1_gm_id_increase,unity_gain_bandwidth,spice_small_perturbation,True,unity_gain_bandwidth,,0.015357,0.0,0.011382
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_03_M5_L_decrease,unity_gain_bandwidth,spice_small_perturbation,True,unity_gain_bandwidth,,0.08945,0.0,0.059668
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain,0.02014,0.000223,0.006348
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.034291,0.207171,-0.109298
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,slew_rate_01_global_I_tail_increase,slew_rate,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,slew_rate_02_M5_L_decrease,slew_rate,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.012191,0.336387,-0.224983
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,5e-06,0.017013,-0.006019
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.006716,0.014066,-0.004084
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_global_vbias_set,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain,0.104031,0.001772,0.023979
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_M5_gm_id_increase,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain,0.026761,0.000514,0.008229
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_01_global_I_tail_increase,unity_gain_bandwidth,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_02_M1_gm_id_increase,unity_gain_bandwidth,spice_small_perturbation,True,unity_gain_bandwidth,,0.020361,0.0,0.008915
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,unity_gain_bandwidth_03_M5_L_decrease,unity_gain_bandwidth,spice_small_perturbation,False,,unity_gain_bandwidth,0.0,0.003687,-0.001703
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain,0.003328,0.003585,0.001924
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.033689,0.180985,-0.15487
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,slew_rate_01_global_I_tail_increase,slew_rate,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,slew_rate_02_M5_L_decrease,slew_rate,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.001719,0.062719,-0.046789
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.000316,0.016858,-0.011816
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.006514,0.011314,-0.007322
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_global_vbias_set,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain,0.342899,0.013007,-2.2131
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_M5_gm_id_increase,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain,0.022647,0.000539,0.014968
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain|unity_gain_bandwidth,,0.006023,0.0,0.006317
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.027096,0.017311,-0.018723
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,slew_rate_01_global_I_tail_increase,slew_rate,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,slew_rate_02_M5_L_decrease,slew_rate,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.028014,0.25442,-0.3529
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.000158,0.010218,-0.011718
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,unity_gain_bandwidth,0.005795,0.006567,-0.007119
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_global_vbias_set,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain,0.568863,0.01709,0.165106
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,004,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_M5_gm_id_increase,dc_gain,spice_small_perturbation,True,unity_gain_bandwidth,dc_gain,0.016485,0.001015,0.018407
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|power,output_swing|saturation_margin,0.412308,0.17710700000000001,-1.640284
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M3_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,power,0.012655,0.00176,0.04112
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|power|saturation_margin,,10.324119,0.0,58.817765
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_03_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,saturation_margin,dc_gain|output_swing|power,0.168885,0.07532499999999999,1.552952
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|power,output_swing|saturation_margin,0.09365,0.201983,-1.876608
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain|power,output_swing|saturation_margin,0.006789,0.021857,-0.075224
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_M5_gm_id_increase,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|power|saturation_margin,0.0,0.160084,-1.226188
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,001,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_08_global_I_tail_decrease,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_01_global_vbias_set,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,0.052065,0.488173,-1.341321
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_03_M3_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,0.010582000000000001,0.0,0.01587
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_02_M1_gm_id_increase,dc_gain,spice_small_perturbation,True,dc_gain|output_swing|saturation_margin,,0.229715,0.0,0.594838
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_04_M2_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,0.006016,0.326195,-0.892454
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_05_M4_L_increase,dc_gain,spice_small_perturbation,True,dc_gain,output_swing|saturation_margin,0.005812,0.021322,-0.031075
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_06_M5_gm_id_increase,dc_gain,spice_small_perturbation,False,,dc_gain|output_swing|saturation_margin,0.0,0.205643,-0.548731
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,002,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,dc_gain_07_global_I_tail_decrease,dc_gain,spice_small_perturbation,False,,,0.0,0.0,0.0
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,saturation_margin_01_global_vbias_set,saturation_margin,spice_small_perturbation,True,saturation_margin,,1.151617,0.0,0.433407
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,saturation_margin_02_global_vbias_set,saturation_margin,spice_small_perturbation,False,,saturation_margin,0.0,1.603836,-2.088767
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,saturation_margin_03_M1_gm_id_increase,saturation_margin,spice_small_perturbation,True,saturation_margin,,0.344572,0.0,0.224967
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,saturation_margin_04_M3_gm_id_increase,saturation_margin,spice_small_perturbation,True,saturation_margin,,0.006275,0.0,0.004804
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,003,diagnosis_spice_postprocess_fallback,Diagnosis + repair,current_mirror_ota_ihp130,Current mirror,saturation_margin_05_M5_gm_id_increase,saturation_margin,spice_small_perturbation,False,,saturation_margin,0.0,0.375832,-0.335626
