job,case,method,family,schema,topology,topology_label,seed,spec,spec_label,metric,direction,target,measured,unit,passed,achievement,capped_achievement,normalized_margin
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_4,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,4,dc_gain,Gain,dc_gain_db,min,27.01,27.2592029,dB,True,1.0092263198815252,1.0092263198815252,0.009226319881525237
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_4,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,4,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,149286156.9575162,Hz,True,1.925527627466996,1.5,0.9255276274669959
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_4,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,4,phase_margin,Phase margin,phase_margin,min,60.0,68.92063640906002,deg,True,1.1486772734843338,1.1486772734843338,0.1486772734843337
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_4,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,4,slew_rate,Slew rate,slew_rate,min,69330000.0,232419073.13511756,V/s,True,3.3523593413402217,1.5,2.3523593413402217
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_4,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,4,output_swing,Output swing,output_swing,min,0.8736,0.9126877,V,True,1.0447432463369963,1.0447432463369963,0.04474324633699627
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_4,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,4,power,Power,total_power,max,0.0002,0.0001420176,W,True,1.4082761573213463,1.4082761573213463,0.28991200000000006
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,dc_gain,Gain,dc_gain_db,min,27.01,27.0953862,dB,True,1.0031612810070343,1.0031612810070343,0.0031612810070343767
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,157654810.30305105,Hz,True,2.03346846772928,1.5,1.0334684677292796
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,phase_margin,Phase margin,phase_margin,min,60.0,69.69278626119295,deg,True,1.1615464376865492,1.1615464376865492,0.16154643768654917
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,slew_rate,Slew rate,slew_rate,min,69330000.0,234692695.0384106,V/s,True,3.3851535415896525,1.5,2.3851535415896525
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,output_swing,Output swing,output_swing,min,0.8736,0.8834597000000001,V,True,1.0112862866300367,1.0112862866300367,0.01128628663003666
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,power,Power,total_power,max,0.0002,0.000146916,W,True,1.3613221160390971,1.3613221160390971,0.26542000000000004
optimizer_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/two_stage_miller_ota_frontier_stress.yaml,two_stage_miller_ota,Two-stage Miller,10,dc_gain,Gain,dc_gain_db,min,56.5,57.0398012,dB,True,1.009554003539823,1.009554003539823,0.009554003539822999
optimizer_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/two_stage_miller_ota_frontier_stress.yaml,two_stage_miller_ota,Two-stage Miller,10,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35000000.0,36709863.86543687,Hz,True,1.0488532532981962,1.0488532532981962,0.048853253298196196
optimizer_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/two_stage_miller_ota_frontier_stress.yaml,two_stage_miller_ota,Two-stage Miller,10,phase_margin,Phase margin,phase_margin,min,60.0,71.72681278567944,deg,True,1.195446879761324,1.195446879761324,0.19544687976132405
optimizer_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/two_stage_miller_ota_frontier_stress.yaml,two_stage_miller_ota,Two-stage Miller,10,slew_rate,Slew rate,slew_rate,min,29000000.0,29886527.04277703,V/s,True,1.030569898026794,1.030569898026794,0.030569898026794193
optimizer_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/two_stage_miller_ota_frontier_stress.yaml,two_stage_miller_ota,Two-stage Miller,10,output_swing,Output swing,output_swing,min,0.76,0.7873066,V,True,1.0359297368421052,1.0359297368421052,0.03592973684210521
optimizer_postprocess_fallback__two_stage_miller_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/two_stage_miller_ota_frontier_stress.yaml,two_stage_miller_ota,Two-stage Miller,10,power,Power,total_power,max,0.001,0.0003723984,W,True,2.6852961774271855,1.5,0.6276016
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,3,dc_gain,Gain,dc_gain_db,min,27.01,27.2107866,dB,True,1.0074337874861161,1.0074337874861161,0.007433787486116147
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,3,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,93387726.3531416,Hz,True,1.204536648434691,1.204536648434691,0.20453664843469116
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,3,phase_margin,Phase margin,phase_margin,min,60.0,74.57587033894394,deg,True,1.2429311723157324,1.2429311723157324,0.24293117231573239
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,3,slew_rate,Slew rate,slew_rate,min,69330000.0,74720338.3905471,V/s,True,1.0777490031811208,1.0777490031811208,0.07774900318112068
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,3,output_swing,Output swing,output_swing,min,0.8736,0.9060787,V,True,1.0371779990842491,1.0371779990842491,0.03717799908424905
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,3,power,Power,total_power,max,0.0002,6.955763999999999e-05,W,True,2.8753131934896015,1.5,0.6522118
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_6,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,6,dc_gain,Gain,dc_gain_db,min,27.01,27.1841816,dB,True,1.0064487819326176,1.0064487819326176,0.006448781932617444
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_6,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,6,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,97584902.66035196,Hz,True,1.2586728061440986,1.2586728061440986,0.25867280614409854
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_6,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,6,phase_margin,Phase margin,phase_margin,min,60.0,75.4560025111436,deg,True,1.2576000418523932,1.2576000418523932,0.25760004185239327
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_6,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,6,slew_rate,Slew rate,slew_rate,min,69330000.0,76645456.28018023,V/s,True,1.1055164615632516,1.1055164615632516,0.10551646156325156
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_6,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,6,output_swing,Output swing,output_swing,min,0.8736,0.9024283,V,True,1.0329994276556775,1.0329994276556775,0.03299942765567756
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_6,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,6,power,Power,total_power,max,0.0002,7.771667999999999e-05,W,True,2.573450126793888,1.5,0.6114166000000001
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,dc_gain,Gain,dc_gain_db,min,27.01,27.1697377,dB,True,1.0059140207330617,1.0059140207330617,0.005914020733061729
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,144438737.10308343,Hz,True,1.863004477016425,1.5,0.863004477016425
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,phase_margin,Phase margin,phase_margin,min,60.0,70.79123103079769,deg,True,1.1798538505132947,1.1798538505132947,0.17985385051329483
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,slew_rate,Slew rate,slew_rate,min,69330000.0,218107123.04910722,V/s,True,3.145927059701532,1.5,2.145927059701532
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,output_swing,Output swing,output_swing,min,0.8736,0.8961707999999999,V,True,1.0258365384615384,1.0258365384615384,0.025836538461538334
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,power,Power,total_power,max,0.0002,0.0001352916,W,True,1.4782883785837408,1.4782883785837408,0.32354200000000005
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,dc_gain,Gain,dc_gain_db,min,27.01,27.5190481,dB,True,1.0188466530914475,1.0188466530914475,0.01884665309144752
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,80432763.0600235,Hz,True,1.0374405141238683,1.0374405141238683,0.0374405141238682
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,phase_margin,Phase margin,phase_margin,min,60.0,74.09328764250932,deg,True,1.2348881273751553,1.2348881273751553,0.2348881273751554
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,slew_rate,Slew rate,slew_rate,min,69330000.0,59039580.13296246,V/s,False,0.8515733467901696,0.8515733467901696,-0.1484266532098304
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,output_swing,Output swing,output_swing,min,0.8736,0.9359054,V,True,1.0713202838827838,1.0713202838827838,0.07132028388278383
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,power,Power,total_power,max,0.0002,5.627712e-05,W,True,3.5538421298033733,1.5,0.7186144
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_7,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,7,dc_gain,Gain,dc_gain_db,min,27.01,27.3827493,dB,True,1.013800418363569,1.013800418363569,0.013800418363569005
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_7,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,7,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,78205437.43138847,Hz,True,1.0087119493278534,1.0087119493278534,0.008711949327853316
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_7,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,7,phase_margin,Phase margin,phase_margin,min,60.0,75.19376273579682,deg,True,1.2532293789299471,1.2532293789299471,0.25322937892994707
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_7,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,7,slew_rate,Slew rate,slew_rate,min,69330000.0,66347438.79996672,V/s,False,0.9569802221255838,0.9569802221255838,-0.04301977787441623
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_7,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,7,output_swing,Output swing,output_swing,min,0.8736,0.9230060999999999,V,True,1.0565546016483516,1.0565546016483516,0.05655460164835153
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_7,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,7,power,Power,total_power,max,0.0002,5.418492e-05,W,True,3.6910638605722776,1.5,0.7290754
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,dc_gain,Gain,dc_gain_db,min,28.9,29.1634642,dB,True,1.0091164083044983,1.0091164083044983,0.009116408304498318
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,47396239.1743235,Hz,True,1.3419093763964751,1.3419093763964751,0.34190937639647506
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,phase_margin,Phase margin,phase_margin,min,60.0,62.96252368227786,deg,True,1.049375394704631,1.049375394704631,0.04937539470463103
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,slew_rate,Slew rate,slew_rate,min,37520000.0,51508960.51538853,V/s,True,1.3728400990242147,1.3728400990242147,0.37284009902421467
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,output_swing,Output swing,output_swing,min,0.8318,0.8868204999999999,V,True,1.0661463092089443,1.0661463092089443,0.06614630920894436
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,power,Power,total_power,max,0.0003,7.599924e-05,W,True,3.9474078951315823,1.5,0.7466691999999999
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,dc_gain,Gain,dc_gain_db,min,27.01,24.8997345,dB,False,0.9218709552017771,0.9218709552017771,-0.0781290447982229
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,185272538.68755978,Hz,True,2.3896883617639597,1.5,1.3896883617639595
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,phase_margin,Phase margin,phase_margin,min,60.0,80.27504389098928,deg,True,1.3379173981831547,1.3379173981831547,0.3379173981831547
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,slew_rate,Slew rate,slew_rate,min,69330000.0,150007906.44800603,V/s,True,2.1636795968268574,1.5,1.1636795968268576
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,output_swing,Output swing,output_swing,min,0.8736,0.8889314999999999,V,True,1.0175497939560438,1.0175497939560438,0.017549793956043763
diagnosis_spice_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,power,Power,total_power,max,0.0002,0.00018296039999999997,W,True,1.0931327216162625,1.0931327216162625,0.08519800000000019
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,dc_gain,Gain,dc_gain_db,min,28.9,29.304788,dB,True,1.0140065051903113,1.0140065051903113,0.014006505190311417
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,17576152.242474895,Hz,False,0.4976260544302065,0.4976260544302065,-0.5023739455697934
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,phase_margin,Phase margin,phase_margin,min,60.0,69.56109650613742,deg,True,1.1593516084356237,1.1593516084356237,0.15935160843562363
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,slew_rate,Slew rate,slew_rate,min,37520000.0,11319957.245259771,V/s,False,0.3017046174109747,0.3017046174109747,-0.6982953825890253
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,output_swing,Output swing,output_swing,min,0.8318,0.9427023999999999,V,True,1.133328203895167,1.133328203895167,0.13332820389516706
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,power,Power,total_power,max,0.0003,1.47894e-05,W,True,20.28479857195018,1.5,0.950702
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,dc_gain,Gain,dc_gain_db,min,28.9,29.5473772,dB,True,1.0224005951557094,1.0224005951557094,0.02240059515570938
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,31012422.92475668,Hz,False,0.8780414191607214,0.8780414191607214,-0.1219585808392786
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,phase_margin,Phase margin,phase_margin,min,60.0,64.7730964743587,deg,True,1.0795516079059782,1.0795516079059782,0.07955160790597825
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,slew_rate,Slew rate,slew_rate,min,37520000.0,28463496.42112726,V/s,False,0.7586219728445431,0.7586219728445431,-0.24137802715545684
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,output_swing,Output swing,output_swing,min,0.8318,0.9473327,V,True,1.1388948064438567,1.1388948064438567,0.13889480644385674
diagnosis_spice_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,diagnosis_spice_postprocess_fallback,Diagnosis + repair,diagnosis_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,power,Power,total_power,max,0.0003,4.352664e-05,W,True,6.892330765710378,1.5,0.8549112
