job,case,method,family,schema,topology,topology_label,seed,spec,spec_label,metric,direction,target,measured,unit,passed,achievement,capped_achievement,normalized_margin
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,157654810.30305105,Hz,True,2.03346846772928,1.5,1.0334684677292796
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,phase_margin,Phase margin,phase_margin,min,60.0,69.69278626119295,deg,True,1.1615464376865492,1.1615464376865492,0.16154643768654917
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,slew_rate,Slew rate,slew_rate,min,69330000.0,234692695.0384106,V/s,True,3.3851535415896525,1.5,2.3851535415896525
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,output_swing,Output swing,output_swing,min,0.8736,0.8834597000000001,V,True,1.0112862866300367,1.0112862866300367,0.01128628663003666
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,5,power,Power,total_power,max,0.0002,0.000146916,W,True,1.3613221160390971,1.3613221160390971,0.26542000000000004
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,dc_gain,Gain,dc_gain_db,min,27.01,24.5841048,dB,False,0.9101852943354313,0.9101852943354313,-0.08981470566456878
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,229088676.17150733,Hz,True,2.9548391096544218,1.5,1.954839109654422
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,phase_margin,Phase margin,phase_margin,min,60.0,80.30558136993835,deg,True,1.338426356165639,1.338426356165639,0.3384263561656392
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,slew_rate,Slew rate,slew_rate,min,69330000.0,196210544.8486834,V/s,True,2.830095843771576,1.5,1.8300958437715764
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,output_swing,Output swing,output_swing,min,0.8736,0.8714046999999999,V,False,0.9974870650183149,0.9974870650183149,-0.0025129349816851213
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,8,power,Power,total_power,max,0.0002,0.0002213148,W,False,0.9036901282697769,0.9036901282697769,-0.1065739999999999
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,dc_gain,Gain,dc_gain_db,min,27.01,24.5432299,dB,False,0.9086719696408737,0.9086719696408737,-0.0913280303591263
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,187490371.6482256,Hz,True,2.4182944879172656,1.5,1.4182944879172656
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,phase_margin,Phase margin,phase_margin,min,60.0,82.72406466102672,deg,True,1.378734411017112,1.378734411017112,0.3787344110171119
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,slew_rate,Slew rate,slew_rate,min,69330000.0,144105626.27279407,V/s,True,2.078546462899092,1.5,1.0785464628990922
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,output_swing,Output swing,output_swing,min,0.8736,0.8619454999999999,V,False,0.9866592261904761,0.9866592261904761,-0.01334077380952395
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_9,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,9,power,Power,total_power,max,0.0002,0.0001784112,W,True,1.1210058561345926,1.1210058561345926,0.10794400000000005
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,dc_gain,Gain,dc_gain_db,min,27.01,24.8997345,dB,False,0.9218709552017771,0.9218709552017771,-0.0781290447982229
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,77530000.0,185272538.68755978,Hz,True,2.3896883617639597,1.5,1.3896883617639595
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,phase_margin,Phase margin,phase_margin,min,60.0,80.27504389098928,deg,True,1.3379173981831547,1.3379173981831547,0.3379173981831547
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,slew_rate,Slew rate,slew_rate,min,69330000.0,150007906.44800603,V/s,True,2.1636795968268574,1.5,1.1636795968268576
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,output_swing,Output swing,output_swing,min,0.8736,0.8889314999999999,V,True,1.0175497939560438,1.0175497939560438,0.017549793956043763
optimizer_postprocess_fallback__five_transistor_ota_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/five_transistor_ota_frontier_stress.yaml,five_transistor_ota,Five transistor,10,power,Power,total_power,max,0.0002,0.00018296039999999997,W,True,1.0931327216162625,1.0931327216162625,0.08519800000000019
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,dc_gain,Gain,dc_gain_db,min,28.9,27.7719356,dB,False,0.9609666297577855,0.9609666297577855,-0.03903337024221452
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,12633736.117767328,Hz,False,0.3576935480681577,0.3576935480681577,-0.6423064519318424
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,phase_margin,Phase margin,phase_margin,min,60.0,76.45700202352918,deg,True,1.2742833670588198,1.2742833670588198,0.2742833670588197
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,slew_rate,Slew rate,slew_rate,min,37520000.0,6473449.147289326,V/s,False,0.17253329283820165,0.17253329283820165,-0.8274667071617983
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,output_swing,Output swing,output_swing,min,0.8318,0.966934,V,True,1.162459725895648,1.162459725895648,0.16245972589564797
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_1,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,1,power,Power,total_power,max,0.0003,8.395776e-06,W,True,35.73225393340651,1.5,0.97201408
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,dc_gain,Gain,dc_gain_db,min,28.9,26.2441128,dB,False,0.9081007889273357,0.9081007889273357,-0.09189921107266431
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,83061729.48202609,Hz,True,2.3516910951876016,1.5,1.3516910951876016
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,phase_margin,Phase margin,phase_margin,min,60.0,69.23375676677243,deg,True,1.153895946112874,1.153895946112874,0.15389594611287383
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,slew_rate,Slew rate,slew_rate,min,37520000.0,107995823.86318506,V/s,True,2.878353514477214,1.5,1.8783535144772139
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,output_swing,Output swing,output_swing,min,0.8318,0.740706,V,False,0.8904856936763645,0.8904856936763645,-0.1095143063236355
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_2,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,2,power,Power,total_power,max,0.0003,0.000166854,W,True,1.7979790715236073,1.5,0.44381999999999994
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,dc_gain,Gain,dc_gain_db,min,28.9,28.191631,dB,False,0.9754889619377164,0.9754889619377164,-0.024511038062283656
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,16918333.768966652,Hz,False,0.4790015223376742,0.4790015223376742,-0.5209984776623258
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,phase_margin,Phase margin,phase_margin,min,60.0,82.2232677985808,deg,True,1.3703877966430134,1.3703877966430134,0.37038779664301347
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,slew_rate,Slew rate,slew_rate,min,37520000.0,13475817.346662886,V/s,False,0.359163575337497,0.359163575337497,-0.640836424662503
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,output_swing,Output swing,output_swing,min,0.8318,0.9392703999999998,V,True,1.129202212070209,1.129202212070209,0.12920221207020902
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_3,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,3,power,Power,total_power,max,0.0003,1.6377119999999997e-05,W,True,18.31823910431138,1.5,0.9454096000000001
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,4,dc_gain,Gain,dc_gain_db,min,28.9,27.198864,dB,False,0.9411371626297579,0.9411371626297579,-0.05886283737024216
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,4,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,63351874.76359261,Hz,True,1.7936544383803117,1.5,0.7936544383803117
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,4,phase_margin,Phase margin,phase_margin,min,60.0,70.78555302135592,deg,True,1.1797592170225988,1.1797592170225988,0.17975921702259873
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,4,slew_rate,Slew rate,slew_rate,min,37520000.0,75113208.67174225,V/s,True,2.001951190611467,1.5,1.001951190611467
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,4,output_swing,Output swing,output_swing,min,0.8318,0.8148678,V,False,0.9796439047848041,0.9796439047848041,-0.020356095215195904
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_4,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,4,power,Power,total_power,max,0.0003,0.00011139875999999999,W,True,2.6930281809240966,1.5,0.6286708
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,6,dc_gain,Gain,dc_gain_db,min,28.9,26.8112556,dB,False,0.927725107266436,0.927725107266436,-0.072274892733564
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,6,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,146116603.6412826,Hz,True,4.136936682935521,1.5,3.1369366829355205
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,6,phase_margin,Phase margin,phase_margin,min,60.0,74.68874312993294,deg,True,1.2448123854988824,1.2448123854988824,0.24481238549888243
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,6,slew_rate,Slew rate,slew_rate,min,37520000.0,196775176.02555794,V/s,True,5.244540938847493,1.5,4.244540938847493
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,6,output_swing,Output swing,output_swing,min,0.8318,0.6872929999999999,V,False,0.8262719403702813,0.8262719403702813,-0.17372805962971874
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_6,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,6,power,Power,total_power,max,0.0003,0.0004085328,W,False,0.7343351623174441,0.7343351623174441,-0.3617760000000002
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,5,dc_gain,Gain,dc_gain_db,min,28.9,25.7508733,dB,False,0.891033678200692,0.891033678200692,-0.10896632179930797
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,5,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,106845409.96222405,Hz,True,3.025068232226049,1.5,2.025068232226049
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,5,phase_margin,Phase margin,phase_margin,min,60.0,68.17270363960267,deg,True,1.1362117273267112,1.1362117273267112,0.13621172732671122
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,5,slew_rate,Slew rate,slew_rate,min,37520000.0,144957793.60109648,V/s,True,3.8634806396880723,1.5,2.8634806396880723
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,5,output_swing,Output swing,output_swing,min,0.8318,0.7105246,V,False,0.8542012503005529,0.8542012503005529,-0.14579874969944703
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_5,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,5,power,Power,total_power,max,0.0003,0.000235794,W,True,1.2722970050128501,1.2722970050128501,0.21401999999999993
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,7,dc_gain,Gain,dc_gain_db,min,28.9,26.9701059,dB,False,0.9332216574394464,0.9332216574394464,-0.06677834256055358
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,7,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,29371533.33448483,Hz,False,0.831583616491643,0.831583616491643,-0.168416383508357
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,7,phase_margin,Phase margin,phase_margin,min,60.0,74.91017529579783,deg,True,1.2485029215966306,1.2485029215966306,0.24850292159663045
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,7,slew_rate,Slew rate,slew_rate,min,37520000.0,22307677.177869074,V/s,False,0.5945542957854231,0.5945542957854231,-0.40544570421457693
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,7,output_swing,Output swing,output_swing,min,0.8318,0.9146153999999999,V,True,1.0995616734792015,1.0995616734792015,0.09956167347920158
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_7,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,7,power,Power,total_power,max,0.0003,2.7740159999999996e-05,W,True,10.814645625692139,1.5,0.9075327999999999
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,8,dc_gain,Gain,dc_gain_db,min,28.9,28.00823,dB,False,0.9691429065743945,0.9691429065743945,-0.030857093425605452
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,8,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,11549866.648157084,Hz,False,0.32700641699198996,0.32700641699198996,-0.6729935830080102
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,8,phase_margin,Phase margin,phase_margin,min,60.0,81.37972654792506,deg,True,1.356328775798751,1.356328775798751,0.356328775798751
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,8,slew_rate,Slew rate,slew_rate,min,37520000.0,6429601.697474522,V/s,False,0.17136465078556828,0.17136465078556828,-0.8286353492144317
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,8,output_swing,Output swing,output_swing,min,0.8318,0.963494,V,True,1.1583241163741285,1.1583241163741285,0.15832411637412838
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_8,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,8,power,Power,total_power,max,0.0003,7.998324e-06,W,True,37.507857896229254,1.5,0.97333892
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,10,dc_gain,Gain,dc_gain_db,min,28.9,28.1758348,dB,False,0.9749423806228374,0.9749423806228374,-0.025057619377162565
optimizer_postprocess_fallback__current_mirror_ota_ihp130_frontier_stress__seed_10,optimizer_postprocess_fallback,Optimizer + repair,postprocess_control,inputs/ota_stress/frontier/current_mirror_ota_ihp130_frontier_stress.yaml,current_mirror_ota_ihp130,Current mirror,10,unity_gain_bandwidth,UGBW,unity_gain_bandwidth,min,35320000.0,50940250.78847919,Hz,True,1.4422494560724572,1.4422494560724572,0.44224945607245714
